record_id,customer_id,payment_id,customer_payment_count,customer_success_rate,customer_previous_failures,payment_amount,currency,payment_method,failure_reason,attempt_number,hours_since_failure,action_taken,previous_action,previous_attempt_count,recovered,amount_recovered,recovery_time_hours
rec_11ffce93efdcb4,cust_0e165b129bdc,pay_712fb424daf5c4,1,0.822,0,13961.35,INR,wallet,network_error,1,1.03,RETRY,,0,True,13961.35,2.95
rec_fd34642b2b334b,cust_04022b3c5082,pay_85e526ca9da42c,28,0.709,8,3263.65,INR,card,payment_method_issue,1,0.38,REMINDER,,0,False,0.0,0.0
rec_fc0b97e92c4273,cust_a7df30b2356f,pay_cbef0230dd78d4,6,0.72,2,2346.8,INR,wallet,insufficient_funds,1,0.17,REMINDER,,0,False,0.0,0.0
rec_96b3ae970918ef,cust_dfda35b228b2,pay_f47a46bbec6850,3,0.737,1,1804.85,INR,netbanking,bank_timeout,1,1.8,RETRY,,0,False,0.0,0.0
rec_25a25a074375bd,cust_dfda35b228b2,pay_f47a46bbec6850,3,0.737,1,1804.85,INR,netbanking,bank_timeout,2,6.75,REMINDER,RETRY,1,False,0.0,0.0
rec_839a8cdfdcd4e4,cust_dfda35b228b2,pay_f47a46bbec6850,3,0.737,1,1804.85,INR,netbanking,bank_timeout,3,16.7,ESCALATE,REMINDER,2,False,0.0,0.0
rec_74f91d4fea27ac,cust_dfda35b228b2,pay_f47a46bbec6850,3,0.737,1,1804.85,INR,netbanking,bank_timeout,4,32.36,REMINDER,ESCALATE,3,True,1804.85,34.31
rec_e365ab2caf800a,cust_67cf5ce00af5,pay_379c9331a46612,66,0.716,19,11391.91,INR,upi,insufficient_funds,1,0.15,REMINDER,,0,False,0.0,0.0
rec_18c8f31c8deb62,cust_67cf5ce00af5,pay_379c9331a46612,66,0.716,19,11391.91,INR,upi,insufficient_funds,2,11.73,ESCALATE,REMINDER,1,False,0.0,0.0
rec_4c825744ca22e7,cust_67cf5ce00af5,pay_379c9331a46612,66,0.716,19,11391.91,INR,upi,insufficient_funds,3,23.25,REMINDER,ESCALATE,2,False,0.0,0.0
rec_ee81aa8217f587,cust_bbd0fe6c6108,pay_27ffdd49e14bb3,4,0.7,1,677.77,INR,upi,unknown,1,0.58,RETRY,,0,False,0.0,0.0
rec_63083744238160,cust_bbd0fe6c6108,pay_27ffdd49e14bb3,4,0.7,1,677.77,INR,upi,unknown,2,13.72,RETRY,RETRY,1,False,0.0,0.0
rec_0dae48adea21fe,cust_bbd0fe6c6108,pay_27ffdd49e14bb3,4,0.7,1,677.77,INR,upi,unknown,3,21.51,ESCALATE,RETRY,2,False,0.0,0.0
rec_d579d65c1d5c94,cust_5b249c2a9e5c,pay_e98c9cdd15b9dd,25,0.757,6,1164.88,INR,card,insufficient_funds,1,0.17,RETRY,,0,False,0.0,0.0
rec_8f9df875606c18,cust_20733f6d0d6a,pay_74d033a10d82f2,19,0.791,4,2271.42,INR,card,payment_method_issue,1,0.86,REMINDER,,0,False,0.0,0.0
rec_4fdf9224c8a27d,cust_20733f6d0d6a,pay_74d033a10d82f2,19,0.791,4,2271.42,INR,card,payment_method_issue,2,7.2,PAYMENT_LINK,REMINDER,1,True,2271.42,7.37
rec_25e7f2f2490f40,cust_587ef3446f3f,pay_47ff2895217b60,3,0.367,2,708.63,INR,card,payment_method_issue,1,0.66,REMINDER,,0,False,0.0,0.0
rec_2c4248777dd6c9,cust_587ef3446f3f,pay_47ff2895217b60,3,0.367,2,708.63,INR,card,payment_method_issue,2,17.85,ESCALATE,REMINDER,1,False,0.0,0.0
rec_2461e60a63a958,cust_47c58839c42c,pay_e84e3bd6753be4,16,0.96,1,10234.0,INR,upi,bank_timeout,1,1.74,RETRY,,0,False,0.0,0.0
rec_12c3ce0479bc4f,cust_47c58839c42c,pay_e84e3bd6753be4,16,0.96,1,10234.0,INR,upi,bank_timeout,2,4.02,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_f7339a3c3b2172,cust_6a5d932b45ff,pay_7a14ecb7ae0433,22,0.901,2,2154.32,INR,netbanking,bank_timeout,1,0.37,RETRY,,0,True,2154.32,1.79
rec_4c3246cb249a03,cust_bb64a525bc65,pay_21c285cf98f7f2,3,0.54,1,3089.95,INR,card,authentication_failed,1,0.52,PAYMENT_LINK,,0,True,3089.95,2.4
rec_073d7123cb2e29,cust_93acb00e32ee,pay_aa5cd48d4c1d0d,1,0.943,0,4203.31,INR,netbanking,insufficient_funds,1,0.95,PAYMENT_LINK,,0,False,0.0,0.0
rec_29bcd70ad28b06,cust_93acb00e32ee,pay_aa5cd48d4c1d0d,1,0.943,0,4203.31,INR,netbanking,insufficient_funds,2,7.43,REMINDER,PAYMENT_LINK,1,False,0.0,0.0
rec_b4040d42e57a86,cust_93acb00e32ee,pay_aa5cd48d4c1d0d,1,0.943,0,4203.31,INR,netbanking,insufficient_funds,3,13.65,PAYMENT_LINK,REMINDER,2,False,0.0,0.0
rec_f2dccb2fef1c01,cust_b95677318a4c,pay_eaa0555a688286,5,0.666,2,1888.85,INR,card,authentication_failed,1,1.7,RETRY,,0,False,0.0,0.0
rec_cdedc09c70f079,cust_2e2cb8506b17,pay_7a2ca21eb661fe,11,0.375,7,8378.56,INR,card,insufficient_funds,1,0.78,REMINDER,,0,False,0.0,0.0
rec_6c58930f1c50bf,cust_ccb1063d25a7,pay_4d7ed0203840ed,5,0.682,2,3928.7,INR,netbanking,network_error,1,1.59,REMINDER,,0,True,3928.7,2.38
rec_f1c05fdb50bd4a,cust_cb35097ae5dd,pay_b3a5569433191a,9,0.783,2,2101.86,INR,upi,insufficient_funds,1,1.31,PAYMENT_LINK,,0,True,2101.86,2.06
rec_3a161b35e81b62,cust_93676a024fdc,pay_19a974c08090c1,21,0.298,15,11609.61,INR,card,insufficient_funds,1,1.55,PAYMENT_LINK,,0,False,0.0,0.0
rec_094f4ef4087d86,cust_93676a024fdc,pay_19a974c08090c1,21,0.298,15,11609.61,INR,card,insufficient_funds,2,11.25,PAYMENT_LINK,PAYMENT_LINK,1,False,0.0,0.0
rec_1cbd175f5f5619,cust_f7aeede80a11,pay_175b61b1416ad0,8,0.881,1,337.43,INR,card,unknown,1,1.22,REMINDER,,0,True,337.43,2.06
rec_f16b83b600a90f,cust_7f96dd35cca9,pay_203382d90990db,2,0.796,0,8468.52,INR,card,unknown,1,0.38,PAYMENT_LINK,,0,False,0.0,0.0
rec_563f277e5c20df,cust_7f96dd35cca9,pay_203382d90990db,2,0.796,0,8468.52,INR,card,unknown,2,5.44,ESCALATE,PAYMENT_LINK,1,True,8468.52,7.35
rec_0bcb3b12cf6409,cust_0dc5fb068d58,pay_e9c61ca0d8590e,6,0.679,2,8134.62,INR,card,insufficient_funds,1,1.25,PAYMENT_LINK,,0,True,8134.62,3.53
rec_b5704f48b206b8,cust_49a23a89e6b5,pay_c4631d0b786bce,4,0.703,1,562.54,INR,card,bank_timeout,1,1.42,RETRY,,0,True,562.54,2.17
rec_688e3351fc6200,cust_26e6a84a4617,pay_12129c91d2be65,8,0.643,3,6041.38,INR,card,technical_error,1,1.14,RETRY,,0,False,0.0,0.0
rec_7a6c30623c0b0e,cust_26e6a84a4617,pay_12129c91d2be65,8,0.643,3,6041.38,INR,card,technical_error,2,11.99,STOP,RETRY,1,False,0.0,0.0
rec_1b75614faa0856,cust_66245bfa4fcc,pay_357fa0165ff8c2,3,0.904,0,2338.21,INR,card,bank_timeout,1,0.49,RETRY,,0,True,2338.21,1.67
rec_ec0d6896338a45,cust_95831d58ef4c,pay_c74745ddcefb8f,10,0.741,3,2221.79,INR,netbanking,insufficient_funds,1,0.58,PAYMENT_LINK,,0,True,2221.79,2.66
rec_0265052121911e,cust_a06a187de2e6,pay_55a94753140974,24,0.851,4,971.75,INR,netbanking,bank_timeout,1,0.83,REMINDER,,0,False,0.0,0.0
rec_3c4e05385e95aa,cust_1c31aaf3c76a,pay_4808b2408ed1be,5,0.89,1,1463.9,INR,card,bank_timeout,1,1.82,RETRY,,0,True,1463.9,2.37
rec_42cb006c53f26c,cust_15ab7cd271b9,pay_e893a5876dbaae,19,0.898,2,3567.09,INR,upi,bank_timeout,1,0.16,RETRY,,0,True,3567.09,1.52
rec_7ab2dc32012900,cust_c5c5ae8abe15,pay_befc8c3e8eff12,4,0.747,1,46485.82,INR,netbanking,bank_timeout,1,0.48,RETRY,,0,True,46485.82,2.02
rec_ec2add3ae9aa7c,cust_e2add909c521,pay_0fd482dc98acd6,4,0.702,1,555.46,INR,card,network_error,1,1.1,PAYMENT_LINK,,0,True,555.46,2.14
rec_5bcc5a3cb5ed03,cust_f1773294a4d2,pay_2db38634bfa55a,15,0.776,3,6568.74,INR,card,authentication_failed,1,0.73,PAYMENT_LINK,,0,True,6568.74,0.98
rec_c4b95acb1ed2ad,cust_d91b1cb635ea,pay_9e3505d3e54344,6,0.397,4,925.8,INR,netbanking,unknown,1,1.07,RETRY,,0,False,0.0,0.0
rec_0384640a61c68d,cust_d91b1cb635ea,pay_9e3505d3e54344,6,0.397,4,925.8,INR,netbanking,unknown,2,8.69,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_96c168efd8be38,cust_e7ba26acab7a,pay_4816ab3676f3bd,2,0.864,0,1500.4,INR,card,insufficient_funds,1,0.25,REMINDER,,0,False,0.0,0.0
rec_d0fdb7f5d42bf0,cust_061efb9568f8,pay_edfd34fb48b274,28,0.769,6,2691.97,INR,upi,insufficient_funds,1,1.08,REMINDER,,0,False,0.0,0.0
rec_78829cdda840fa,cust_1ee26f39eed4,pay_b32ba7d2645ba1,16,0.731,4,1381.37,INR,upi,bank_timeout,1,1.28,RETRY,,0,True,1381.37,3.04
rec_5c4fe57862b292,cust_3e4c943a3dab,pay_6b6cc4b05c2237,3,0.732,1,9387.81,INR,card,bank_timeout,1,0.33,REMINDER,,0,False,0.0,0.0
rec_8427a8d7ed16dc,cust_3e4c943a3dab,pay_6b6cc4b05c2237,3,0.732,1,9387.81,INR,card,bank_timeout,2,11.65,REMINDER,REMINDER,1,False,0.0,0.0
rec_f3a22d6a14a607,cust_b6ac20488430,pay_6988ff47a407bb,12,0.723,3,2917.94,INR,card,technical_error,1,1.8,RETRY,,0,False,0.0,0.0
rec_3a30fa21b93c54,cust_b6ac20488430,pay_6988ff47a407bb,12,0.723,3,2917.94,INR,card,technical_error,2,13.94,REMINDER,RETRY,1,False,0.0,0.0
rec_f7c9fdd42d45af,cust_76d70561d2d1,pay_29297519788178,8,0.56,4,533.22,INR,upi,insufficient_funds,1,0.69,PAYMENT_LINK,,0,True,533.22,2.65
rec_f90ee4c5713218,cust_258483851915,pay_1c3a628160838f,5,0.93,0,599.87,INR,upi,authentication_failed,1,1.4,REMINDER,,0,False,0.0,0.0
rec_9ca043125372bb,cust_258483851915,pay_1c3a628160838f,5,0.93,0,599.87,INR,upi,authentication_failed,2,5.28,ESCALATE,REMINDER,1,False,0.0,0.0
rec_718d9d1ccf9065,cust_e7ba26acab7a,pay_ed39391addf693,2,0.864,0,6353.15,INR,card,authentication_failed,1,1.38,PAYMENT_LINK,,0,False,0.0,0.0
rec_57865fa2643bb9,cust_e7ba26acab7a,pay_ed39391addf693,2,0.864,0,6353.15,INR,card,authentication_failed,2,18.26,STOP,PAYMENT_LINK,1,False,0.0,0.0
rec_2f69e949827219,cust_632dbb5e486b,pay_c897322c37bacd,7,0.744,2,3212.39,INR,upi,network_error,1,0.47,RETRY,,0,True,3212.39,1.41
rec_9f58aa68153d11,cust_93364f7e83ef,pay_38101334eddf7b,2,0.513,1,49389.64,INR,upi,network_error,1,1.95,RETRY,,0,True,49389.64,4.42
rec_ec312fa2ca436e,cust_3c70dfcafba2,pay_2e99521ba24d2c,2,0.906,0,6368.94,INR,card,insufficient_funds,1,1.06,PAYMENT_LINK,,0,False,0.0,0.0
rec_5bab2db4ee4f78,cust_3c70dfcafba2,pay_2e99521ba24d2c,2,0.906,0,6368.94,INR,card,insufficient_funds,2,12.15,REMINDER,PAYMENT_LINK,1,True,6368.94,13.47
rec_2862172222d458,cust_6b352f85504e,pay_705a346e9c8405,1,0.298,1,292.19,INR,card,authentication_failed,1,1.15,REMINDER,,0,False,0.0,0.0
rec_66f23510902fc1,cust_1eac41d9801f,pay_808271b7fa2e2d,11,0.281,8,7069.59,INR,card,network_error,1,1.61,RETRY,,0,False,0.0,0.0
rec_5a95c9fcbc18e6,cust_6d84414df541,pay_dd7d02c5ad18b1,2,0.444,1,7103.54,INR,netbanking,insufficient_funds,1,0.51,PAYMENT_LINK,,0,True,7103.54,0.77
rec_d8ed92f3a2a373,cust_61af663ced2e,pay_cb7ee3207a1c76,19,0.781,4,570.2,INR,netbanking,authentication_failed,1,0.33,PAYMENT_LINK,,0,False,0.0,0.0
rec_7dcb2203d10b37,cust_61af663ced2e,pay_cb7ee3207a1c76,19,0.781,4,570.2,INR,netbanking,authentication_failed,2,15.73,PAYMENT_LINK,PAYMENT_LINK,1,True,570.2,16.7
rec_e869ea14420216,cust_a2fba345a84c,pay_64a6fefa69f004,63,0.742,16,2603.1,INR,upi,network_error,1,0.34,RETRY,,0,True,2603.1,1.51
rec_45ccb33f764edb,cust_439db29d4bc8,pay_1116865bc3d15d,2,0.765,0,1743.7,INR,card,insufficient_funds,1,0.45,REMINDER,,0,False,0.0,0.0
rec_dd99c3455fa9c5,cust_439db29d4bc8,pay_1116865bc3d15d,2,0.765,0,1743.7,INR,card,insufficient_funds,2,16.64,PAYMENT_LINK,REMINDER,1,True,1743.7,17.41
rec_d84f588e03dd3d,cust_50e08a8175ea,pay_87340bbacde21a,12,0.811,2,2552.14,INR,card,insufficient_funds,1,1.22,REMINDER,,0,False,0.0,0.0
rec_6b031a0bf7d850,cust_63f2ae24fc3d,pay_6d5faa530cbb16,3,0.716,1,2049.75,INR,card,technical_error,1,1.42,RETRY,,0,True,2049.75,2.25
rec_8d6e36595ca5eb,cust_e45a87e8039a,pay_a03e2cf4541fc7,6,0.756,1,2535.58,INR,card,bank_timeout,1,0.36,PAYMENT_LINK,,0,False,0.0,0.0
rec_983202863a76ff,cust_e45a87e8039a,pay_a03e2cf4541fc7,6,0.756,1,2535.58,INR,card,bank_timeout,2,3.38,PAYMENT_LINK,PAYMENT_LINK,1,True,2535.58,4.69
rec_c527dbd9cac965,cust_177d6e7e07d9,pay_a33becdd6f0115,11,0.74,3,8719.89,INR,netbanking,bank_timeout,1,1.63,PAYMENT_LINK,,0,False,0.0,0.0
rec_e00640df8f884a,cust_e9570a2af7f4,pay_aff46fc6077698,4,0.923,0,7322.14,INR,card,network_error,1,0.51,PAYMENT_LINK,,0,True,7322.14,1.71
rec_b29f54d7d3e500,cust_114890547b6c,pay_edf7fe790d9159,13,0.39,8,2652.22,INR,upi,insufficient_funds,1,0.77,PAYMENT_LINK,,0,False,0.0,0.0
rec_4a702423dd3c90,cust_b22f2e910411,pay_0a6b804747cba7,5,0.704,1,255.78,INR,card,authentication_failed,1,1.17,PAYMENT_LINK,,0,True,255.78,2.33
rec_8c96094ebb6518,cust_8325bd9ebf98,pay_280382c45bb9f1,8,0.816,1,2021.98,INR,card,bank_timeout,1,0.59,RETRY,,0,False,0.0,0.0
rec_686b006252e819,cust_47e321c2a4ba,pay_3819db12b21501,9,0.746,2,1979.92,INR,upi,authentication_failed,1,1.71,RETRY,,0,False,0.0,0.0
rec_5336065044b454,cust_47e321c2a4ba,pay_3819db12b21501,9,0.746,2,1979.92,INR,upi,authentication_failed,2,4.14,RETRY,RETRY,1,False,0.0,0.0
rec_98291d713e7ea0,cust_a92f85fe258f,pay_70674e974619f3,27,0.53,13,1898.91,INR,card,bank_timeout,1,0.81,RETRY,,0,True,1898.91,1.11
rec_9899375a401d51,cust_6307d4d121c9,pay_a5f4b92efac647,10,0.684,3,8470.89,INR,upi,bank_timeout,1,1.34,RETRY,,0,False,0.0,0.0
rec_0ef01e6c3bde5a,cust_6307d4d121c9,pay_a5f4b92efac647,10,0.684,3,8470.89,INR,upi,bank_timeout,2,13.76,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_3ffb48ef81f5c0,cust_8941bdd39803,pay_c8ca72c0ff02aa,6,0.871,1,1280.28,INR,card,network_error,1,1.34,RETRY,,0,True,1280.28,3.45
rec_00d62e5c7583bd,cust_d2eba277f64d,pay_82bc25e8081557,15,0.504,7,2719.19,INR,upi,authentication_failed,1,0.28,PAYMENT_LINK,,0,True,2719.19,0.61
rec_901683cd1075f7,cust_7862246c092e,pay_c9926492b2ae8b,20,0.742,5,1083.59,INR,netbanking,network_error,1,1.7,RETRY,,0,True,1083.59,4.13
rec_576818b56816e3,cust_68e5c8cdb414,pay_1625180de190d1,3,0.846,0,962.09,INR,upi,network_error,1,0.35,PAYMENT_LINK,,0,False,0.0,0.0
rec_bea78a514c6258,cust_afe3af138917,pay_ae30ecb12c3109,10,0.61,4,3098.54,INR,card,authentication_failed,1,1.07,REMINDER,,0,False,0.0,0.0
rec_5e63b63681cf84,cust_afe3af138917,pay_ae30ecb12c3109,10,0.61,4,3098.54,INR,card,authentication_failed,2,15.67,PAYMENT_LINK,REMINDER,1,True,3098.54,16.81
rec_6a8b6b0e76a3fc,cust_171726543b99,pay_b999ddc0f6f0f5,2,0.9,0,3703.65,INR,upi,authentication_failed,1,0.77,PAYMENT_LINK,,0,True,3703.65,3.1
rec_c8552258317572,cust_52b0147bf052,pay_acde3bc39742fb,34,0.964,1,39445.44,INR,card,payment_method_issue,1,0.96,PAYMENT_LINK,,0,True,39445.44,3.05
rec_ec3a223743ca36,cust_b22f2e910411,pay_949d9991e9b439,5,0.704,1,1123.55,INR,upi,bank_timeout,1,1.99,RETRY,,0,True,1123.55,2.14
rec_707185300c0647,cust_2d54ff2b10ee,pay_75465a86966fb4,7,0.977,0,10312.76,INR,netbanking,authentication_failed,1,1.95,RETRY,,0,True,10312.76,3.85
rec_5e5901b724e38b,cust_6507c321f0b6,pay_52fc4068083902,9,0.838,1,9901.06,INR,netbanking,payment_method_issue,1,1.12,REMINDER,,0,False,0.0,0.0
rec_680e8a12ff7701,cust_6507c321f0b6,pay_52fc4068083902,9,0.838,1,9901.06,INR,netbanking,payment_method_issue,2,6.69,REMINDER,REMINDER,1,False,0.0,0.0
rec_208767acd6d1fa,cust_c156e501b30e,pay_e35b1be05f8cce,29,0.811,5,1297.56,INR,card,technical_error,1,1.02,RETRY,,0,True,1297.56,3.4
rec_c4b033ada17131,cust_711c21c9bdc1,pay_f9cfeef71de4e8,1,0.878,0,1327.55,INR,netbanking,unknown,1,1.81,PAYMENT_LINK,,0,False,0.0,0.0
rec_ceda3ad1a75a75,cust_711c21c9bdc1,pay_f9cfeef71de4e8,1,0.878,0,1327.55,INR,netbanking,unknown,2,14.82,REMINDER,PAYMENT_LINK,1,True,1327.55,16.15
rec_f8be5ca281a113,cust_639c4c6c2926,pay_afabce11bd0144,5,0.895,1,1302.57,INR,card,authentication_failed,1,1.46,ESCALATE,,0,False,0.0,0.0
rec_d3e9b14aabd6a9,cust_639c4c6c2926,pay_afabce11bd0144,5,0.895,1,1302.57,INR,card,authentication_failed,2,13.15,ESCALATE,ESCALATE,1,True,1302.57,13.56
rec_4880b8fa039ed0,cust_57d337d34fd8,pay_ebd121d9081478,40,0.963,1,553.13,INR,upi,insufficient_funds,1,0.5,REMINDER,,0,True,553.13,1.17
rec_c49aa38a62f76b,cust_f8d8b7f1c86c,pay_c6811b98db4279,14,0.833,2,2343.46,INR,wallet,insufficient_funds,1,1.81,PAYMENT_LINK,,0,True,2343.46,3.48
rec_ac4c125fdfa644,cust_1dba12677e1c,pay_0ff99d870d9aa9,7,0.965,0,1432.77,INR,card,unknown,1,1.78,RETRY,,0,True,1432.77,4.06
rec_0d5870da7f762d,cust_27035b27958c,pay_80284f5fc1d26c,5,0.873,1,2527.74,INR,upi,insufficient_funds,1,1.86,REMINDER,,0,False,0.0,0.0
rec_0fe0b1f2f3714a,cust_27035b27958c,pay_80284f5fc1d26c,5,0.873,1,2527.74,INR,upi,insufficient_funds,2,11.87,REMINDER,REMINDER,1,True,2527.74,13.9
rec_e3d099cf50aab2,cust_243012dab185,pay_8fbcd825c14bf1,2,0.786,0,28897.8,INR,upi,bank_timeout,1,1.69,ESCALATE,,0,True,28897.8,2.83
rec_638d8c3fb0955e,cust_19474d1a63d3,pay_f94a52906fb25b,12,0.708,4,2262.05,INR,upi,bank_timeout,1,0.81,PAYMENT_LINK,,0,False,0.0,0.0
rec_f589bbe32b24b5,cust_19474d1a63d3,pay_f94a52906fb25b,12,0.708,4,2262.05,INR,upi,bank_timeout,2,8.41,REMINDER,PAYMENT_LINK,1,False,0.0,0.0
rec_797d3e14ccd668,cust_2dbb45bd2138,pay_f47bfa239a52b8,2,0.719,1,4275.86,INR,card,bank_timeout,1,0.9,RETRY,,0,True,4275.86,3.05
rec_40efa2a735735b,cust_35ebd32d9ad6,pay_6fe11970c5932f,2,0.855,0,2025.33,INR,card,bank_timeout,1,0.25,RETRY,,0,True,2025.33,2.02
rec_f3e1ef113ee984,cust_0a17991ea576,pay_09168fa7d7d5c5,13,0.526,6,2910.33,INR,card,insufficient_funds,1,0.37,RETRY,,0,False,0.0,0.0
rec_d6de5eb3071893,cust_19e79a3de920,pay_3d5472ffad0364,10,0.706,3,1757.5,INR,wallet,payment_method_issue,1,1.05,RETRY,,0,True,1757.5,3.36
rec_6e55b2218abe1f,cust_b03b693479ab,pay_effe4252e95110,19,0.712,5,8154.18,INR,upi,technical_error,1,1.61,RETRY,,0,False,0.0,0.0
rec_62810c0233eac0,cust_22f9cafe2eb2,pay_1ce0b264c608e8,17,0.432,10,247.53,INR,card,bank_timeout,1,1.01,RETRY,,0,True,247.53,2.2
rec_53ef50d9103965,cust_c1836315330f,pay_2a82e19748efa8,7,0.636,3,8939.88,INR,upi,technical_error,1,1.93,REMINDER,,0,False,0.0,0.0
rec_3d795f399fe57c,cust_c1836315330f,pay_2a82e19748efa8,7,0.636,3,8939.88,INR,upi,technical_error,2,16.96,PAYMENT_LINK,REMINDER,1,True,8939.88,18.96
rec_f27d216c5bd24f,cust_04022b3c5082,pay_0466184534f222,28,0.709,8,1280.66,INR,upi,authentication_failed,1,1.65,PAYMENT_LINK,,0,False,0.0,0.0
rec_bdf2d2caf33207,cust_04022b3c5082,pay_0466184534f222,28,0.709,8,1280.66,INR,upi,authentication_failed,2,11.03,REMINDER,PAYMENT_LINK,1,False,0.0,0.0
rec_8cd2e4f50589ec,cust_04022b3c5082,pay_0466184534f222,28,0.709,8,1280.66,INR,upi,authentication_failed,3,24.93,STOP,REMINDER,2,False,0.0,0.0
rec_3c9422b2fadc5f,cust_b0e8b2fa4fc3,pay_234d62125eb464,1,0.656,0,552.9,INR,upi,authentication_failed,1,0.62,PAYMENT_LINK,,0,True,552.9,1.4
rec_2b4820ca20119a,cust_02a13629aae6,pay_f98dd6a8e2b94f,1,0.771,0,1093.15,INR,card,payment_method_issue,1,1.66,RETRY,,0,False,0.0,0.0
rec_59088d9102c327,cust_2cd94cbbc19a,pay_3c2c66b3e488aa,94,0.775,21,9627.71,INR,card,payment_method_issue,1,1.1,PAYMENT_LINK,,0,True,9627.71,1.61
rec_9ed69269b02c78,cust_1834a40dbecf,pay_3a2ef0d4e6a77d,1,0.86,0,545.77,INR,upi,bank_timeout,1,0.37,ESCALATE,,0,False,0.0,0.0
rec_374e79e88c9d3d,cust_bb2aa1462999,pay_f1fc1bec1fecba,23,0.754,6,2631.82,INR,upi,bank_timeout,1,1.86,RETRY,,0,True,2631.82,3.35
rec_cfcf8ef9fdf809,cust_157d94a106f0,pay_91ea290495b23a,12,0.81,2,812.04,INR,card,authentication_failed,1,0.22,REMINDER,,0,True,812.04,1.85
rec_c3b1940e3434a2,cust_37bb3eec4bf5,pay_c215517ddbc164,65,0.901,6,7591.45,INR,upi,insufficient_funds,1,1.85,REMINDER,,0,False,0.0,0.0
rec_2de275816bf1c2,cust_37bb3eec4bf5,pay_c215517ddbc164,65,0.901,6,7591.45,INR,upi,insufficient_funds,2,8.93,STOP,REMINDER,1,False,0.0,0.0
rec_751024db094473,cust_bc4716ad0970,pay_5e879695f14f0c,25,0.862,3,1769.96,INR,card,authentication_failed,1,1.98,REMINDER,,0,False,0.0,0.0
rec_2893e94e45fc0b,cust_bc4716ad0970,pay_5e879695f14f0c,25,0.862,3,1769.96,INR,card,authentication_failed,2,10.51,REMINDER,REMINDER,1,True,1769.96,11.24
rec_93a9fd74252e19,cust_b4522738e073,pay_8796cc19932b39,3,0.81,1,8703.57,INR,upi,authentication_failed,1,0.15,REMINDER,,0,True,8703.57,2.09
rec_d996effac68532,cust_b3292925b107,pay_fbd39f0f417217,7,0.888,1,2518.36,INR,card,payment_method_issue,1,0.6,PAYMENT_LINK,,0,True,2518.36,1.6
rec_3f189b89c7bced,cust_953b0f1fea3e,pay_9b5737d1ac5239,1,0.78,0,6022.81,INR,upi,insufficient_funds,1,1.07,REMINDER,,0,False,0.0,0.0
rec_6bdfab273dde33,cust_953b0f1fea3e,pay_9b5737d1ac5239,1,0.78,0,6022.81,INR,upi,insufficient_funds,2,16.43,REMINDER,REMINDER,1,True,6022.81,17.31
rec_60b7a3ef97d7e8,cust_00c59f30d103,pay_e83757002c1f9f,8,0.568,3,808.94,INR,card,insufficient_funds,1,1.06,RETRY,,0,False,0.0,0.0
rec_0c9433fd1f75d3,cust_4c955f6a966b,pay_4e4ff1484a97ee,14,0.824,2,6500.89,INR,upi,insufficient_funds,1,1.21,REMINDER,,0,False,0.0,0.0
rec_a8a0da2a2ab053,cust_4c955f6a966b,pay_4e4ff1484a97ee,14,0.824,2,6500.89,INR,upi,insufficient_funds,2,10.94,PAYMENT_LINK,REMINDER,1,True,6500.89,13.12
rec_05dc0f1b5cba99,cust_56d44952ee29,pay_ea402b5ad6c028,10,0.773,2,231.21,INR,netbanking,authentication_failed,1,1.72,RETRY,,0,False,0.0,0.0
rec_7ee90fa31bfe10,cust_924cde09ccea,pay_04c1af176f5621,28,0.841,4,5441.98,INR,upi,unknown,1,1.11,PAYMENT_LINK,,0,False,0.0,0.0
rec_2146861bf3d5a5,cust_924cde09ccea,pay_04c1af176f5621,28,0.841,4,5441.98,INR,upi,unknown,2,7.66,REMINDER,PAYMENT_LINK,1,False,0.0,0.0
rec_f755f0da5aed11,cust_b076a7dcfd0c,pay_b2b5c888993131,28,0.912,2,8717.91,INR,netbanking,authentication_failed,1,1.01,PAYMENT_LINK,,0,False,0.0,0.0
rec_f33bc866cf3c36,cust_b076a7dcfd0c,pay_b2b5c888993131,28,0.912,2,8717.91,INR,netbanking,authentication_failed,2,12.86,ESCALATE,PAYMENT_LINK,1,True,8717.91,14.06
rec_4a7ddea6c66c7f,cust_e05277394d40,pay_910e948401a92f,5,0.888,1,7108.41,INR,card,insufficient_funds,1,0.16,REMINDER,,0,True,7108.41,0.69
rec_052efafc41e01f,cust_1b1f2eb16e32,pay_c44a425cfb51ca,14,0.911,1,574.44,INR,upi,network_error,1,1.28,RETRY,,0,True,574.44,2.57
rec_b3e4314571e775,cust_dff47c515ed1,pay_adb32f98d38300,28,0.882,3,1127.72,INR,upi,insufficient_funds,1,1.75,RETRY,,0,False,0.0,0.0
rec_6b652a9684bad0,cust_92ef63c1781f,pay_eab200d9a08061,6,0.831,1,1525.49,INR,upi,insufficient_funds,1,0.37,RETRY,,0,True,1525.49,2.26
rec_e93371548cbac9,cust_a92f85fe258f,pay_6637c2df2a2a47,27,0.53,13,1048.56,INR,card,authentication_failed,1,0.27,REMINDER,,0,False,0.0,0.0
rec_5b171df6a5901a,cust_a92f85fe258f,pay_6637c2df2a2a47,27,0.53,13,1048.56,INR,card,authentication_failed,2,3.46,REMINDER,REMINDER,1,False,0.0,0.0
